First Name,Last Name,Gender,Date of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Year of Joining,DOW of Joining,Age in Company (Years),Initial Salary,Salary increase % ,State,Region
Corrine,Busch,F,11/18/1962,54.73,41,6/27/1990,1990,Wednesday,27.1,51810,25%,IL,Midwest
Noreen,Squires,F,5/12/1981,36.24,58,3/28/2010,2010,Sunday,7.34,98041,18%,CA,West
Jackelyn,Staton,F,7/3/1978,39.1,42,11/28/2011,2011,Monday,5.67,176255,5%,UT,West
Lupe,Edmondson,M,9/20/1969,47.88,57,9/5/1994,1994,Monday,22.91,120900,23%,WV,South
Colin,Ledford,M,9/29/1984,32.85,72,5/22/2009,2009,Friday,8.19,139105,19%,IN,Midwest
Donnie,Lowell,M,8/20/1972,44.97,73,12/22/2001,2001,Saturday,15.61,158074,1%,OR,West
Elbert,Pederson,M,4/15/1960,57.32,86,1/16/2000,2000,Sunday,17.54,190415,17%,WY,West
Darrell,Cothran,M,12/24/1958,58.63,84,2/18/2011,2011,Friday,6.44,175649,28%,ME,Northeast
Azzie,Butcher,F,9/3/1980,36.92,47,7/26/2006,2006,Wednesday,11.01,43178,17%,MI,Midwest
Anna,Rau,F,12/7/1989,27.66,56,3/11/2012,2012,Sunday,5.38,120890,6%,OK,South
Kai,Smoot,F,10/8/1977,39.83,47,9/7/2012,2012,Friday,4.89,196848,14%,MO,Midwest
Gertrudis,Vergara,F,10/22/1963,53.8,52,9/14/2003,2003,Sunday,13.88,191702,6%,OH,Midwest
Kristofer,Bradley,M,8/24/1976,40.95,51,6/29/2011,2011,Wednesday,6.08,88965,28%,ID,West
Rosario,Dougherty,F,3/23/1994,23.36,48,7/6/2016,2016,Wednesday,1.06,61696,22%,TX,South
Harley,Orta,M,6/18/1991,26.13,79,1/15/2017,2017,Sunday,0.53,179939,13%,PA,Northeast
Kimberley,Teeter,F,7/30/1979,38.02,58,10/14/2004,2004,Thursday,12.79,65904,3%,ND,Midwest
Andrea,Mahaffey,F,1/7/1970,47.59,49,8/3/1995,1995,Thursday,22,75926,1%,AK,West
Katlyn,Tatum,F,9/13/1961,55.91,52,3/16/2009,2009,Monday,8.37,192102,4%,CA,West
Maryland,Brantley,F,12/19/1981,35.63,49,3/26/2017,2017,Sunday,0.34,194854,29%,TN,South
Jerrod,Dugas,M,8/29/1987,29.93,71,8/2/2015,2015,Sunday,1.99,122760,5%,NM,West
Glennie,Siegel,F,12/26/1987,29.61,53,3/29/2010,2010,Monday,7.34,120556,30%,MT,West
Gudrun,Preston,F,3/21/1981,36.38,54,7/26/2009,2009,Sunday,8.01,92625,26%,CT,Northeast
Erminia,Crook,F,6/25/1969,48.12,43,8/19/2015,2015,Wednesday,1.94,110041,12%,IL,Midwest
Lynn,Lindquist,F,11/25/1974,42.7,50,7/15/2010,2010,Thursday,7.04,126925,14%,CA,West
Madelaine,Do,F,2/20/1990,27.45,58,8/10/2012,2012,Friday,4.97,98881,19%,MO,Midwest
Lili,Greiner,F,12/24/1961,55.63,47,10/9/1989,1989,Monday,27.82,65190,24%,IN,Midwest
Patrica,Kirkland,F,4/18/1994,23.29,58,8/16/2015,2015,Sunday,1.95,189729,4%,IA,Midwest
Norah,Madigan,F,2/6/1992,25.49,41,6/25/2015,2015,Thursday,2.09,95715,26%,SD,Midwest
Daphine,Way,F,12/2/1965,51.69,57,5/27/2009,2009,Wednesday,8.18,88956,27%,GA,South
Bradford,Rand,M,10/29/1964,52.78,67,12/30/2008,2008,Tuesday,8.58,125627,25%,MO,Midwest
Alesia,Tong,F,5/16/1980,37.22,55,6/20/2017,2017,Tuesday,0.1,116425,27%,TX,South
Quinton,Vest,M,8/8/1978,39,78,12/13/2008,2008,Saturday,8.63,191600,6%,ME,Northeast
Hettie,Conger,F,1/27/1993,24.52,44,9/1/2014,2014,Monday,2.91,53371,6%,NH,Northeast
Theressa,Holly,F,11/17/1987,29.72,41,3/3/2015,2015,Tuesday,2.41,156173,4%,OH,Midwest
Ellsworth,Richter,M,9/18/1988,28.88,57,10/12/2011,2011,Wednesday,5.8,133423,15%,MT,West
Jolie,Nixon,F,9/3/1976,40.93,43,3/25/2015,2015,Wednesday,2.35,174708,4%,ND,Midwest
Kelley,Somers,M,4/20/1984,33.29,56,9/25/2014,2014,Thursday,2.84,41744,11%,IN,Midwest
Marlene,Vaughn,F,1/2/1986,31.59,53,8/5/2008,2008,Tuesday,8.98,97968,27%,AR,South
Heriberto,Polanco,M,12/30/1963,53.61,87,6/11/2008,2008,Wednesday,9.13,147295,20%,VA,South
Glen,Lowery,M,2/4/1995,22.49,71,9/28/2016,2016,Wednesday,0.83,175321,18%,CA,West
Stephnie,Haller,F,8/4/1979,38.01,59,8/7/2016,2016,Sunday,0.97,113225,16%,MT,West
Young,Penny,M,4/16/1968,49.32,82,4/28/2012,2012,Saturday,5.25,183563,8%,WY,West
Robin,Mears,M,12/1/1987,29.68,87,11/13/2013,2013,Wednesday,3.71,150393,5%,VA,South
Leanora,Curtis,F,8/25/1989,27.94,59,5/19/2011,2011,Thursday,6.2,66378,6%,CA,West
Jamar,Lutz,M,10/23/1970,46.79,56,12/8/2012,2012,Saturday,4.64,138997,12%,IL,Midwest
Dominic,Garner,M,7/11/1978,39.07,66,9/18/2014,2014,Thursday,2.86,89412,20%,NC,South
Liana,Kidd,F,11/18/1986,30.71,46,6/11/2017,2017,Sunday,0.13,43351,9%,FL,South
Dusty,Womack,M,8/2/1960,57.02,90,5/3/1994,1994,Tuesday,23.25,155977,10%,LA,South
Barney,Peek,M,3/10/1960,57.42,75,9/29/2007,2007,Saturday,9.84,124772,26%,CA,West
Lecia,Gault,F,10/17/1958,58.82,51,12/29/1986,1986,Monday,30.6,48377,0%,AR,South
Lesli,Velez,F,5/7/1985,32.25,52,11/6/2012,2012,Tuesday,4.73,137589,10%,TX,South
Armand,Kingsley,M,2/5/1972,45.51,65,4/24/2011,2011,Sunday,6.27,159868,0%,MO,Midwest
Allan,Hinojosa,M,10/18/1979,37.8,65,8/6/2012,2012,Monday,4.98,93293,19%,GA,South
Frances,Mark,M,11/8/1963,53.76,78,9/3/1989,1989,Sunday,27.92,82226,21%,SC,South
Dee,Williamson,F,5/27/1969,48.2,48,6/22/2015,2015,Monday,2.1,97800,21%,OK,South
Refugio,Mosby,M,12/6/1976,40.67,56,1/19/2006,2006,Thursday,11.53,133960,7%,TN,South
Arcelia,Harless,F,2/4/1994,23.49,56,7/7/2017,2017,Friday,0.06,166838,11%,SD,Midwest
Kristal,Gilchrist,F,9/22/1985,31.87,48,9/7/2015,2015,Monday,1.89,74132,8%,PA,Northeast
Coreen,Settles,F,3/17/1984,33.39,55,9/6/2005,2005,Tuesday,11.9,164465,23%,CA,West
Tawna,Leake,F,10/10/1991,25.82,50,7/18/2015,2015,Saturday,2.03,166818,23%,TX,South
Hollis,Asbury,F,6/5/1958,59.19,46,12/18/1997,1997,Thursday,19.62,49711,27%,ME,Northeast
Lorie,Crabtree,F,3/14/1973,44.4,51,10/18/2009,2009,Sunday,7.78,41175,27%,WY,West
Gala,Stuckey,F,8/11/1958,59,55,1/15/2014,2014,Wednesday,3.53,176343,18%,MA,Northeast
Marcellus,Tate,M,11/6/1960,56.76,50,12/17/1982,1982,Friday,34.64,112160,18%,CA,West
Connie,Harness,M,5/18/1994,23.21,87,3/10/2016,2016,Thursday,1.38,150752,22%,NJ,Northeast
Zoraida,Sanchez,F,3/29/1968,49.36,46,12/9/2015,2015,Wednesday,1.64,126843,18%,NY,Northeast
Dimple,Ahmad,F,6/20/1958,59.15,58,11/16/2015,2015,Monday,1.7,72974,8%,NY,Northeast
Buster,Parrott,M,4/9/1970,47.33,66,3/23/2008,2008,Sunday,9.35,161367,13%,GA,South
Domenic,Hindman,M,7/19/1980,37.05,72,4/16/2009,2009,Thursday,8.29,185829,24%,FL,South
Sean,Nevarez,M,7/28/1969,48.03,52,4/9/1997,1997,Wednesday,20.32,153526,2%,CA,West
Georgiann,Meeks,F,4/23/1972,45.29,58,2/3/2007,2007,Saturday,10.49,117183,1%,MN,Midwest
Ruby,Mcinnis,F,9/16/1994,22.88,53,4/29/2017,2017,Saturday,0.25,175969,20%,OH,Midwest
Abdul,Bradford,M,10/17/1961,55.82,73,10/23/2012,2012,Tuesday,4.76,60342,15%,AZ,West
Laurinda,Jobe,F,2/22/1991,26.45,48,3/12/2012,2012,Monday,5.38,175025,19%,IL,Midwest
Don,Beatty,M,10/12/1969,47.82,74,5/12/2006,2006,Friday,11.22,197571,9%,CA,West
Winford,Burr,M,10/28/1994,22.76,50,3/18/2016,2016,Friday,1.36,180157,8%,GA,South
Wilfred,Palacios,M,11/3/1973,43.76,73,10/19/2000,2000,Thursday,16.78,151725,1%,TX,South
Suzette,Crooks,F,9/9/1964,52.92,44,3/18/2017,2017,Saturday,0.36,109043,13%,MO,Midwest
Wanetta,Stark,F,2/10/1960,57.5,46,9/30/2009,2009,Wednesday,7.83,131023,30%,VT,Northeast
Mary,Whittle,M,9/27/1975,41.86,51,2/1/2014,2014,Saturday,3.49,93276,9%,CA,West
Belva,Mesa,F,10/21/1984,32.79,46,4/14/2013,2013,Sunday,4.29,191938,24%,MN,Midwest
Wilhelmina,Yazzie,F,1/27/1993,24.52,52,9/22/2016,2016,Thursday,0.85,49692,24%,TX,South
Phebe,Ahmad,F,8/17/1972,44.98,47,9/23/2003,2003,Tuesday,13.85,165206,10%,CA,West
Cecille,Forman,F,7/16/1967,50.07,49,8/24/2013,2013,Saturday,3.93,142328,8%,TX,South
Keri,Stuckey,F,8/27/1992,24.93,59,2/27/2016,2016,Saturday,1.42,109976,4%,AZ,West
Minerva,Duke,F,1/8/1980,37.58,40,11/26/2004,2004,Friday,12.68,139992,1%,WA,West
Giovanni,Dion,M,4/25/1959,58.3,72,12/5/2005,2005,Monday,11.65,81067,19%,CA,West
Maya,Bittner,F,10/26/1966,50.79,45,5/20/1990,1990,Sunday,27.21,194472,9%,KY,South
Delmer,Maxey,M,9/23/1966,50.88,76,9/16/1991,1991,Monday,25.88,114365,18%,MO,Midwest
Domingo,Mclemore,M,5/26/1961,56.21,51,11/7/1987,1987,Saturday,29.74,164364,15%,WI,Midwest
Rocio,Colburn,F,3/16/1970,47.4,55,4/11/1997,1997,Friday,20.31,95334,13%,WI,Midwest
Andres,Battles,M,2/21/1995,22.45,78,8/13/2016,2016,Saturday,0.96,89521,23%,TX,South
Courtney,Fitts,M,2/29/1984,33.43,54,8/11/2013,2013,Sunday,3.96,175662,24%,PA,Northeast
Augustine,Medlock,M,10/28/1968,48.78,72,2/2/2006,2006,Thursday,11.49,141138,14%,OR,West
Fidelia,Price,F,12/27/1977,39.61,43,2/17/2011,2011,Thursday,6.45,43017,0%,NE,Midwest
Tod,Crayton,M,8/15/1962,54.99,62,12/13/1984,1984,Thursday,32.64,172448,0%,CA,West
Gustavo,Fielder,M,7/14/1976,41.07,54,6/24/1998,1998,Wednesday,19.11,188953,10%,AR,South
Zada,See,F,3/6/1971,46.43,54,12/1/2002,2002,Sunday,14.67,155053,27%,MA,Northeast
Missy,Laney,F,6/15/1975,42.15,45,9/3/1996,1996,Tuesday,20.91,199909,24%,KY,South
Nisha,Conrad,F,3/31/1960,57.36,56,2/24/2006,2006,Friday,11.43,105877,22%,FL,South
Orlando,Olivares,M,3/24/1983,34.37,78,8/10/2013,2013,Saturday,3.97,176359,10%,PA,Northeast
Thea,Hardesty,F,1/21/1972,45.55,56,11/10/2014,2014,Monday,2.72,69748,30%,IL,Midwest
Walter,Thomason,M,12/22/1994,22.61,78,6/18/2016,2016,Saturday,1.11,65078,15%,WA,West
Normand,Harr,M,7/25/1967,50.04,59,10/3/1998,1998,Saturday,18.83,122594,26%,WI,Midwest
Bryan,Burks,M,1/5/1976,41.59,59,7/29/2003,2003,Tuesday,14.01,49529,15%,NC,South
Saul,Mcmanus,M,4/14/1990,27.31,73,6/30/2011,2011,Thursday,6.08,80275,5%,PA,Northeast
Maryanne,Wynn,F,2/1/1972,45.52,49,7/2/1993,1993,Friday,24.09,63381,3%,WA,West
Sallie,Trammell,F,1/27/1989,28.52,56,6/29/2011,2011,Wednesday,6.08,78036,15%,IN,Midwest
Del,Nelms,M,6/26/1995,22.1,59,10/8/2016,2016,Saturday,0.8,52147,11%,FL,South
Cassaundra,Cranford,F,6/19/1962,55.15,57,9/15/1991,1991,Sunday,25.88,185588,12%,NH,Northeast
Brandon,Sander,M,11/14/1959,57.74,77,10/7/2000,2000,Saturday,16.82,87952,10%,NC,South
Pearly,Root,F,10/20/1995,21.79,41,7/9/2017,2017,Sunday,0.05,142801,19%,WV,South
Neva,Moseley,F,8/30/1975,41.94,51,8/4/1999,1999,Wednesday,17.99,122424,27%,TX,South
Jesenia,Rivard,F,5/2/1996,21.25,55,7/2/2017,2017,Sunday,0.07,181047,10%,NH,Northeast
Jay,Creed,M,7/11/1992,25.06,83,7/28/2016,2016,Thursday,1,162707,6%,CO,West
Hoyt,Fernandez,M,9/21/1983,33.87,79,9/15/2009,2009,Tuesday,7.87,95139,4%,VA,South
Fidel,Sager,M,5/10/1958,59.26,58,3/14/1987,1987,Saturday,30.39,95603,4%,FL,South
Kyoko,Collier,F,7/7/1961,56.1,54,4/15/2017,2017,Saturday,0.28,170921,11%,PA,Northeast
Mia,Calhoun,F,12/8/1987,29.66,52,1/5/2013,2013,Saturday,4.56,184842,0%,NJ,Northeast
Lisbeth,Morse,F,4/14/1993,24.3,57,5/22/2017,2017,Monday,0.18,93460,7%,NJ,Northeast
Rosario,Whittle,M,9/25/1995,21.85,72,7/14/2017,2017,Friday,0.04,106462,10%,CA,West
Vincenzo,Sibley,M,9/11/1976,40.9,60,5/2/2006,2006,Tuesday,11.25,160884,10%,MO,Midwest
Sidney,Farrar,M,1/9/1962,55.59,87,8/31/2016,2016,Wednesday,0.91,187337,14%,IN,Midwest
Aleshia,Portillo,F,12/19/1972,44.64,52,6/27/1995,1995,Tuesday,22.1,48827,0%,IL,Midwest
Angel,Copeland,M,12/1/1974,42.68,56,3/22/2008,2008,Saturday,9.36,71806,4%,IL,Midwest
Elroy,Benavidez,M,6/10/1961,56.17,64,4/26/2008,2008,Saturday,9.26,170515,28%,NJ,Northeast
Mikki,Brittain,F,4/22/1970,47.3,60,12/27/2003,2003,Saturday,13.59,161451,29%,CA,West
Filiberto,Carrion,M,8/31/1993,23.92,72,12/21/2016,2016,Wednesday,0.6,157462,4%,VT,Northeast
Pearl,Jeffrey,F,4/8/1988,29.32,57,12/17/2012,2012,Monday,4.61,172975,4%,NJ,Northeast
Otto,Spaulding,M,6/15/1967,50.15,54,8/2/2000,2000,Wednesday,17,65801,28%,NY,Northeast
Ronny,Aiello,M,6/21/1971,46.13,61,7/26/2009,2009,Sunday,8.01,79225,10%,OH,Midwest
Ellis,Barrientos,M,5/1/1995,22.26,67,8/20/2016,2016,Saturday,0.94,193240,6%,KS,Midwest
Kristine,Lord,F,2/8/1963,54.5,53,10/14/2006,2006,Saturday,10.79,98334,19%,TX,South
Malorie,Wilt,F,3/23/1964,53.38,58,9/13/1995,1995,Wednesday,21.89,71634,0%,TX,South
Devin,Cockrell,M,10/12/1963,53.83,67,5/17/1991,1991,Friday,26.22,115982,24%,MS,South
Marco,Magnuson,M,5/19/1962,55.23,60,4/30/1988,1988,Saturday,29.26,120196,23%,VA,South
Petra,Britt,F,1/2/1993,24.58,58,1/3/2016,2016,Sunday,1.57,85787,16%,TX,South
Christopher,Cochran,F,6/15/1975,42.15,46,4/11/1999,1999,Sunday,18.31,44314,25%,AL,South
Sachiko,Rice,F,8/6/1965,52.01,48,8/14/1990,1990,Tuesday,26.97,112825,27%,GA,South
Elias,Loomis,M,2/22/1982,35.45,62,8/24/2006,2006,Thursday,10.93,105018,2%,IN,Midwest
Timmy,Brunner,M,7/13/1967,50.08,56,6/2/1991,1991,Sunday,26.17,85265,27%,GA,South
Gordon,Alderman,M,8/4/1981,36.01,62,5/8/2015,2015,Friday,2.22,64045,30%,FL,South
Miguelina,Michaels,F,11/26/1995,21.68,48,3/27/2017,2017,Monday,0.34,199139,2%,WA,West
Dominick,Seitz,M,7/17/1991,26.05,50,2/4/2017,2017,Saturday,0.48,89553,29%,MT,West
Erna,Helm,F,6/22/1981,36.12,45,12/4/2009,2009,Friday,7.65,81230,5%,NE,Midwest
Mariette,Kirkland,F,4/26/1978,39.28,60,12/13/2004,2004,Monday,12.63,107440,17%,IN,Midwest
Caitlin,Flanders,F,11/1/1976,40.76,58,2/10/2014,2014,Monday,3.46,175090,7%,IA,Midwest
Jamal,Cress,M,6/3/1991,26.17,58,5/1/2015,2015,Friday,2.24,43302,24%,MA,Northeast
Caren,Dowdell,F,8/4/1964,53.02,45,6/1/2006,2006,Thursday,11.16,135177,2%,LA,South
Micheline,Corbin,F,1/11/1996,21.56,54,5/21/2017,2017,Sunday,0.19,80014,0%,OK,South
Dino,Stroud,M,1/21/1987,30.54,70,1/30/2013,2013,Wednesday,4.49,54124,19%,WV,South
Raymon,Cambell,M,2/14/1988,29.47,84,2/8/2011,2011,Tuesday,6.47,95925,23%,NC,South
Stacy,Ayers,M,12/3/1973,43.68,69,5/11/2010,2010,Tuesday,7.22,148130,21%,NC,South
Lucy,Mathews,F,5/30/1963,54.2,41,9/30/2014,2014,Tuesday,2.83,48692,23%,IN,Midwest
Maegan,Angulo,F,5/30/1969,48.19,44,6/27/2004,2004,Sunday,13.09,165472,2%,MO,Midwest
Blake,Cecil,M,12/22/1973,43.63,57,2/13/1995,1995,Monday,22.47,69734,21%,GA,South
Rachal,Neely,F,5/31/1979,38.19,49,3/28/2007,2007,Wednesday,10.34,143147,15%,WI,Midwest
Florencio,Tilley,M,10/17/1960,56.82,90,12/20/1994,1994,Tuesday,22.62,194306,22%,NY,Northeast
Jamel,Lattimore,M,4/13/1984,33.31,58,3/19/2013,2013,Tuesday,4.36,176642,5%,MO,Midwest
Kristyn,Scales,F,10/8/1985,31.82,55,9/2/2012,2012,Sunday,4.9,172202,19%,VA,South
Marielle,Donato,F,5/14/1961,56.24,41,2/16/2011,2011,Wednesday,6.45,107816,5%,NH,Northeast
Paulita,Kaplan,F,10/24/1966,50.79,52,12/17/1992,1992,Thursday,24.63,164089,18%,MS,South
Frida,Gatewood,F,3/26/1995,22.36,59,7/4/2016,2016,Monday,1.07,75924,5%,SC,South
Ashley,Crespo,M,5/1/1968,49.27,60,5/4/2006,2006,Thursday,11.24,128454,0%,TN,South
Wm,Harlan,M,11/26/1968,48.7,63,1/31/2008,2008,Thursday,9.5,196756,3%,AL,South
Kandace,Berger,F,10/20/1994,22.79,46,3/22/2017,2017,Wednesday,0.35,64185,18%,AL,South
Micheal,Dagostino,F,6/3/1966,51.19,41,1/29/2002,2002,Tuesday,15.5,74893,21%,CO,West
Marceline,Freese,F,11/25/1988,28.69,56,9/18/2013,2013,Wednesday,3.86,113774,1%,IN,Midwest
Chong,Cooley,M,7/19/1983,34.05,73,7/3/2015,2015,Friday,2.07,174116,20%,MI,Midwest
Richard,Gamez,M,5/18/1995,22.21,77,1/14/2017,2017,Saturday,0.53,52143,14%,NC,South
Alyson,Larsen,F,1/23/1960,57.55,51,3/30/1987,1987,Monday,30.35,70901,28%,NM,West
Tomiko,Griffiths,F,10/12/1983,33.82,50,12/3/2012,2012,Monday,4.65,126101,4%,FL,South
Kyoko,Tribble,F,9/5/1977,39.92,47,6/21/2017,2017,Wednesday,0.1,176079,5%,MO,Midwest
Tyrone,Daughtry,M,11/2/1992,24.75,75,1/29/2014,2014,Wednesday,3.5,129418,17%,ND,Midwest
Bradly,Delatorre,M,1/9/1961,56.59,74,1/30/2015,2015,Friday,2.49,109583,30%,WV,South
Clark,Bauman,M,9/13/1972,44.9,88,9/8/1993,1993,Wednesday,23.9,198532,30%,NY,Northeast
Lanette,Paige,F,1/5/1973,44.59,50,4/19/2016,2016,Tuesday,1.27,73356,20%,WV,South
Alice,Runyon,F,9/29/1987,29.85,45,9/21/2015,2015,Monday,1.85,133872,13%,NY,Northeast
Mose,Cuevas,M,4/12/1974,43.32,75,1/2/2015,2015,Friday,2.57,87355,21%,WA,West
Lanell,Newman,F,5/24/1961,56.22,58,2/13/2005,2005,Sunday,12.46,171818,9%,NY,Northeast
Junior,Coker,M,2/18/1982,35.46,53,5/25/2006,2006,Thursday,11.18,153695,16%,WA,West
Cyril,Kolb,M,5/18/1976,41.22,50,9/15/2007,2007,Saturday,9.87,92271,12%,CO,West
Tyra,Nutter,F,6/4/1966,51.18,46,8/1/1990,1990,Wednesday,27.01,133915,8%,OH,Midwest
Jacinto,Samuels,M,1/26/1961,56.54,62,8/11/1989,1989,Friday,27.98,146867,15%,NJ,Northeast
Patria,Travis,F,12/29/1988,28.6,48,4/29/2014,2014,Tuesday,3.25,84368,18%,TX,South
Hollis,Shipman,M,4/4/1970,47.35,67,6/26/2013,2013,Wednesday,4.09,132791,18%,WA,West
Audrey,Gilliam,F,2/17/1963,54.48,53,12/18/1987,1987,Friday,29.63,74739,17%,PA,Northeast
Luanna,Estevez,F,12/6/1968,48.67,49,5/23/2001,2001,Wednesday,16.19,177244,30%,TX,South
Eldon,Wilke,M,6/1/1968,49.19,52,3/30/2001,2001,Friday,16.34,154683,10%,ID,West
Moises,Esparza,M,8/18/1976,40.97,68,3/20/2012,2012,Tuesday,5.36,117510,6%,NY,Northeast
Easter,Chapman,F,9/7/1990,26.91,57,12/23/2013,2013,Monday,3.6,53590,15%,CA,West
Ed,Lawhorn,M,8/29/1987,29.93,86,7/9/2013,2013,Tuesday,4.05,161669,3%,OH,Midwest
Waylon,Reeve,M,7/12/1983,34.07,84,11/22/2009,2009,Sunday,7.68,158478,12%,IL,Midwest
Garnet,Bass,F,12/30/1978,38.6,44,7/24/2016,2016,Sunday,1.01,114915,25%,CA,West
Andrea,Rupert,M,7/14/1978,39.07,59,2/13/2015,2015,Friday,2.45,75007,18%,NM,West
Max,Sherrod,M,12/14/1966,50.65,62,12/5/2016,2016,Monday,0.64,96519,10%,KY,South
Keeley,Grace,F,5/24/1971,46.21,56,11/3/2014,2014,Monday,2.73,76621,12%,TX,South
Moses,Oliveira,M,7/28/1995,22.02,51,2/21/2017,2017,Tuesday,0.43,112399,4%,KY,South
Paul,Jorgensen,M,9/1/1973,43.93,73,3/16/2004,2004,Tuesday,13.38,66812,30%,SC,South
Man,Shirley,M,12/4/1978,38.67,79,8/1/2011,2011,Monday,5.99,48328,11%,GA,South
Alejandro,Gaston,M,5/9/1996,21.23,61,6/7/2017,2017,Wednesday,0.14,159514,27%,FL,South
Diana,Coleman,F,11/3/1981,35.76,52,1/13/2011,2011,Thursday,6.54,88761,0%,NV,West
Rosalyn,Fitzsimmons,F,3/22/1965,52.39,57,4/23/1998,1998,Thursday,19.28,142611,14%,LA,South
Justine,Rosser,F,9/30/1964,52.86,48,7/11/2005,2005,Monday,12.05,166286,27%,WA,West
Ramona,Marion,F,9/19/1957,59.9,57,9/26/1986,1986,Friday,30.86,89587,22%,MS,South
Avril,Gracia,F,12/23/1966,50.63,55,2/16/1992,1992,Sunday,25.46,126705,18%,CO,West
Kendrick,Ellington,M,11/28/1981,35.69,55,10/14/2003,2003,Tuesday,13.8,104286,27%,RI,Northeast
Alyse,Burger,F,1/3/1988,29.59,57,12/29/2012,2012,Saturday,4.58,94737,10%,MT,West
Jeanice,Winfrey,F,1/10/1960,57.59,45,4/21/2008,2008,Monday,9.27,103804,12%,OH,Midwest
Aurelia,Barrios,F,5/20/1995,22.21,53,11/10/2016,2016,Thursday,0.71,85343,24%,WA,West
Kimberli,Foley,F,8/6/1994,22.99,60,12/13/2015,2015,Sunday,1.62,104504,28%,VA,South
Candis,Saddler,F,5/7/1981,36.25,56,9/29/2015,2015,Tuesday,1.83,185684,29%,WI,Midwest
Andrea,Cain,F,9/30/1981,35.85,54,6/9/2005,2005,Thursday,12.14,76158,0%,PA,Northeast
Isreal,Park,M,4/6/1990,27.33,76,2/25/2016,2016,Thursday,1.42,112693,28%,AL,South
Hosea,Gilbreath,M,10/4/1974,42.84,51,8/12/2005,2005,Friday,11.97,69212,21%,IL,Midwest
Walton,Snodgrass,M,11/8/1960,56.76,59,4/7/1986,1986,Monday,31.33,191285,3%,OH,Midwest
Johana,Burrow,F,9/27/1972,44.86,48,7/28/2014,2014,Monday,3,80176,5%,OH,Midwest
Asuncion,Roddy,F,1/3/1968,49.6,48,7/26/2002,2002,Friday,15.02,78178,25%,VA,South
Antonia,Mcewen,M,11/28/1991,25.68,60,12/14/2012,2012,Friday,4.62,120140,7%,NM,West
Delicia,Hamm,F,7/30/1967,50.03,50,3/8/2004,2004,Monday,13.4,76353,30%,PA,Northeast
Modesto,Tubbs,M,8/25/1990,26.94,87,11/21/2016,2016,Monday,0.68,191415,7%,WI,Midwest
Keith,Workman,F,9/18/1979,37.88,56,12/26/2001,2001,Wednesday,15.6,165129,26%,CT,Northeast
Shelby,Rosario,M,4/12/1960,57.33,83,6/23/2016,2016,Thursday,1.1,77296,21%,LA,South
Thurman,Dykes,M,2/4/1970,47.51,90,3/16/1992,1992,Monday,25.38,70862,7%,TX,South
Susana,Mcewen,F,7/18/1986,31.05,42,5/10/2012,2012,Thursday,5.22,169960,28%,NV,West
Sadye,Yarbrough,F,10/11/1974,42.82,58,1/5/2017,2017,Thursday,0.56,63281,16%,IL,Midwest
Blaine,Liu,M,2/4/1970,47.51,56,4/24/2014,2014,Thursday,3.26,121472,27%,WV,South
Rachell,Donnell,F,12/15/1961,55.65,51,11/4/2004,2004,Thursday,12.74,122436,9%,TX,South
Man,Whitlow,M,4/24/1980,37.28,51,7/25/2011,2011,Monday,6.01,142933,30%,PA,Northeast
Hermine,Weller,F,4/14/1976,41.32,42,5/20/2015,2015,Wednesday,2.19,121278,1%,CA,West
Aubrey,Trout,M,4/8/1995,22.32,90,7/28/2016,2016,Thursday,1,56739,14%,OK,South
Ernest,Keyser,M,3/1/1981,36.43,55,10/8/2015,2015,Thursday,1.81,188860,12%,NE,Midwest
Filomena,Pitt,F,3/22/1963,54.39,60,2/18/2001,2001,Sunday,16.45,46982,8%,FL,South
Retta,Schultz,F,7/27/1983,34.03,42,7/5/2009,2009,Sunday,8.07,139168,11%,VA,South
Van,Parson,F,10/27/1990,26.77,44,12/21/2011,2011,Wednesday,5.61,52952,25%,WY,West
Veta,Whitmire,F,10/7/1973,43.84,60,12/13/2004,2004,Monday,12.63,90572,14%,MI,Midwest
Rex,Packer,M,5/7/1995,22.24,73,7/22/2017,2017,Saturday,0.02,70790,2%,IA,Midwest
Jackeline,Ivey,F,9/13/1991,25.89,55,4/1/2014,2014,Tuesday,3.33,120906,14%,MA,Northeast
Dorian,Laws,M,5/7/1990,27.24,53,4/7/2012,2012,Saturday,5.31,148246,17%,GA,South
Enrique,Pollock,M,3/30/1969,48.36,77,5/30/2005,2005,Monday,12.17,43168,21%,WV,South
Marco,Chaney,M,3/24/1991,26.36,73,12/28/2012,2012,Friday,4.58,177572,13%,NC,South
Percy,Herndon,M,12/31/1971,45.61,54,3/27/2003,2003,Thursday,14.35,106854,16%,NJ,Northeast
Rickie,Bock,F,8/1/1969,48.02,40,11/4/2016,2016,Friday,0.73,111536,3%,VA,South
Mohamed,Gooch,M,1/26/1983,34.53,85,1/17/2011,2011,Monday,6.53,109902,24%,FL,South
Heather,Love,F,3/6/1973,44.42,41,2/19/2012,2012,Sunday,5.44,147568,2%,DC,South
Irena,Clanton,F,6/21/1969,48.13,53,8/22/2009,2009,Saturday,7.94,46278,0%,FL,South
Numbers,Franco,M,10/28/1982,34.77,76,2/2/2015,2015,Monday,2.48,145019,21%,NM,West
Irish,Salcido,F,3/29/1958,59.37,53,8/23/1987,1987,Sunday,29.95,174179,7%,TN,South
